Year_Month,Line,Card_type,Trip
2018-06,T1 Northern Line,Child/Youth,142157
2018-06,T1 Northern Line,Concession,263344
2018-06,T1 Northern Line,Day Pass without SAF,5
2018-06,T1 Northern Line,Employee,28106
2018-06,T1 Northern Line,Free Travel,2847
2018-06,T1 Northern Line,School Student,159725
2018-06,T1 Northern Line,Senior/Pensioner,294726
2018-06,T1 Northern Line,Sgl Trip Rail Adult,26446
2018-06,T1 Northern Line,Sgl Trip Rail Child/Youth,6299
2018-06,T1 Western Line,Adult,3228729
2018-06,T1 Western Line,Child/Youth,132253
2018-06,T1 Western Line,Concession,273053
2018-06,T1 Western Line,Day Pass without SAF,60
2018-06,T1 Western Line,Employee,46032
2018-06,T1 Western Line,Free Travel,3731
2018-06,T1 Western Line,School Student,162308
2018-06,T1 Western Line,Senior/Pensioner,349376
2018-06,T1 Western Line,Sgl Trip Rail Adult,22380
2018-06,T1 Western Line,Sgl Trip Rail Child/Youth,6718
2018-06,T2 Inner West Line,Adult,1593430
2018-06,T2 Inner West Line,Child/Youth,56659
2018-06,T2 Inner West Line,Concession,111283
2018-06,T2 Inner West Line,Day Pass Child/Youth w/o SAF,1
2018-06,T2 Inner West Line,Day Pass without SAF,3
2018-06,T2 Inner West Line,Employee,18162
2018-06,T2 Inner West Line,Free Travel,1147
2018-06,T2 Inner West Line,School Student,49635
2018-06,T2 Inner West Line,Senior/Pensioner,142435
2018-06,T2 Inner West Line,Sgl Trip Rail Adult,15051
2018-06,T2 Inner West Line,Sgl Trip Rail Child/Youth,3317
2018-06,T2 Leppington Line,Adult,2082714
2018-06,T2 Leppington Line,Child/Youth,95339
2018-06,T2 Leppington Line,Concession,198434
2018-06,T2 Leppington Line,Day Pass Child/Youth w/o SAF,1
2018-06,T2 Leppington Line,Day Pass without SAF,21
2018-06,T2 Leppington Line,Employee,27374
2018-06,T2 Leppington Line,Free Travel,2565
2018-06,T2 Leppington Line,School Student,83783
2018-06,T2 Leppington Line,Senior/Pensioner,277225
2018-06,T2 Leppington Line,Sgl Trip Rail Adult,19664
2018-06,T2 Leppington Line,Sgl Trip Rail Child/Youth,5410
2018-06,T3 Bankstown Line,Adult,1869787
2018-06,T3 Bankstown Line,Child/Youth,88031
2018-06,T3 Bankstown Line,Concession,161606
2018-06,T3 Bankstown Line,Day Pass without SAF,2
2018-06,T3 Bankstown Line,Employee,15641
2018-06,T3 Bankstown Line,Free Travel,1588
2018-06,T3 Bankstown Line,School Student,68935
2018-06,T3 Bankstown Line,Senior/Pensioner,244763
2018-06,T3 Bankstown Line,Sgl Trip Rail Adult,17760
2018-06,T3 Bankstown Line,Sgl Trip Rail Child/Youth,5104
2018-06,T4 Eastern Suburbs and Illawarra Line,Adult,4422907
2018-06,T4 Eastern Suburbs and Illawarra Line,Child/Youth,159993
2018-06,T4 Eastern Suburbs and Illawarra Line,Concession,258573
2018-06,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,32
2018-06,T4 Eastern Suburbs and Illawarra Line,Employee,47601
2018-06,T4 Eastern Suburbs and Illawarra Line,Free Travel,5799
2018-06,T4 Eastern Suburbs and Illawarra Line,School Student,154573
2018-06,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,467958
2018-06,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,40228
2018-06,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,10479
2018-06,T5 Cumberland Line,Adult,470595
2018-06,T5 Cumberland Line,Child/Youth,18125
2018-06,T5 Cumberland Line,Concession,43370
2018-06,T5 Cumberland Line,Employee,3416
2018-06,T5 Cumberland Line,Free Travel,107
2018-06,T5 Cumberland Line,School Student,20504
2018-06,T5 Cumberland Line,Senior/Pensioner,56519
2018-06,T5 Cumberland Line,Sgl Trip Rail Adult,1748
2018-06,T5 Cumberland Line,Sgl Trip Rail Child/Youth,402
2018-06,T6 Carlingford Line,Adult,33170
2018-06,T6 Carlingford Line,Child/Youth,718
2018-06,T6 Carlingford Line,Concession,2486
2018-06,T6 Carlingford Line,Day Pass without SAF,1
2018-06,T6 Carlingford Line,Employee,1280
2018-06,T6 Carlingford Line,Free Travel,2
2018-06,T6 Carlingford Line,School Student,1150
2018-06,T6 Carlingford Line,Senior/Pensioner,3623
2018-06,T6 Carlingford Line,Sgl Trip Rail Adult,61
2018-06,T6 Carlingford Line,Sgl Trip Rail Child/Youth,9
2018-06,T7 Olympic Park Line,Adult,114049
2018-06,T7 Olympic Park Line,Child/Youth,5014
2018-06,T7 Olympic Park Line,Concession,7103
2018-06,T7 Olympic Park Line,Day Pass without SAF,1
2018-06,T7 Olympic Park Line,Employee,370
2018-06,T7 Olympic Park Line,Free Travel,39
2018-06,T7 Olympic Park Line,School Student,2291
2018-06,T7 Olympic Park Line,Senior/Pensioner,7746
2018-06,T7 Olympic Park Line,Sgl Trip Rail Adult,1493
2018-06,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,213
2018-06,T8 Airport and South Line,Adult,2965021
2018-06,T8 Airport and South Line,Child/Youth,116230
2018-06,T8 Airport and South Line,Concession,194744
2018-06,T8 Airport and South Line,Day Pass without SAF,12
2018-06,T8 Airport and South Line,Employee,37618
2018-06,T8 Airport and South Line,Free Travel,3228
2018-06,T8 Airport and South Line,School Student,85302
2018-06,T8 Airport and South Line,Senior/Pensioner,257857
2018-06,T8 Airport and South Line,Sgl Trip Rail Adult,110934
2018-06,T8 Airport and South Line,Sgl Trip Rail Child/Youth,13090
2018-07,Blue Mountains Line,Adult,624720
2018-07,Blue Mountains Line,Child/Youth,49026
2018-07,Blue Mountains Line,Concession,50302
2018-07,Blue Mountains Line,Day Pass Child/Youth w/o SAF,3
2018-07,Blue Mountains Line,Day Pass without SAF,28
2018-07,Blue Mountains Line,Employee,12680
2018-07,Blue Mountains Line,Free Travel,1158
2018-07,Blue Mountains Line,School Student,16713
2018-07,Blue Mountains Line,Senior/Pensioner,108985
2018-07,Blue Mountains Line,Sgl Trip Rail Adult,5349
2018-07,Blue Mountains Line,Sgl Trip Rail Child/Youth,2373
2018-07,Central Coast Newcastle Line,Adult,1162066
2018-07,Central Coast Newcastle Line,Child/Youth,93888
2018-07,Central Coast Newcastle Line,Concession,90063
2018-07,Central Coast Newcastle Line,Day Pass without SAF,54
2018-07,Central Coast Newcastle Line,Employee,23084
2018-07,Central Coast Newcastle Line,Free Travel,2528
2018-07,Central Coast Newcastle Line,School Student,41524
2018-07,Central Coast Newcastle Line,Senior/Pensioner,232651
2018-07,Central Coast Newcastle Line,Sgl Trip Rail Adult,12819
2018-07,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,4925
2018-07,Hunter Line,Adult,41430
2018-07,Hunter Line,Child/Youth,5443
2018-07,Hunter Line,Concession,7012
2018-07,Hunter Line,Day Pass without SAF,12
2018-07,Hunter Line,Employee,687
2018-07,Hunter Line,Free Travel,207
2018-07,Hunter Line,School Student,2307
2018-07,Hunter Line,Senior/Pensioner,16723
2018-07,Hunter Line,Sgl Trip Rail Adult,824
2018-07,Hunter Line,Sgl Trip Rail Child/Youth,654
2018-07,South Coast Line,Adult,582885
2018-07,South Coast Line,Child/Youth,45010
2018-07,South Coast Line,Concession,49609
2018-07,South Coast Line,Day Pass without SAF,3
2018-07,South Coast Line,Employee,7183
2018-07,South Coast Line,Free Travel,914
2018-07,South Coast Line,School Student,14369
2018-07,South Coast Line,Senior/Pensioner,101881
2018-07,South Coast Line,Sgl Trip Rail Adult,5276
2018-07,South Coast Line,Sgl Trip Rail Child/Youth,1966
2018-07,Southern Highlands Line,Adult,52973
2018-07,Southern Highlands Line,Child/Youth,8861
2018-07,Southern Highlands Line,Concession,4613
2018-07,Southern Highlands Line,Day Pass without SAF,1
2018-07,Southern Highlands Line,Employee,714
2018-07,Southern Highlands Line,Free Travel,177
2018-07,Southern Highlands Line,School Student,1110
2018-07,Southern Highlands Line,Senior/Pensioner,18298
2018-07,Southern Highlands Line,Sgl Trip Rail Adult,452
2018-07,Southern Highlands Line,Sgl Trip Rail Child/Youth,270
2018-07,T1 North Shore Line,Adult,2637018
2018-07,T1 North Shore Line,Child/Youth,176360
2018-07,T1 North Shore Line,Concession,180740
2018-07,T1 North Shore Line,Day Pass without SAF,7
2018-07,T1 North Shore Line,Employee,24834
2018-07,T1 North Shore Line,Free Travel,4026
2018-07,T1 North Shore Line,School Student,69762
2018-07,T1 North Shore Line,Senior/Pensioner,268569
2018-07,T1 North Shore Line,Sgl Trip Rail Adult,22249
2018-07,T1 North Shore Line,Sgl Trip Rail Child/Youth,8191
2018-07,T1 Northern Line,Adult,3442504
2018-07,T1 Northern Line,Child/Youth,194350
2018-07,T1 Northern Line,Concession,233320
2018-07,T1 Northern Line,Day Pass without SAF,8
2018-07,T1 Northern Line,Employee,28604
2018-07,T1 Northern Line,Free Travel,2903
2018-07,T1 Northern Line,School Student,74555
2018-07,T1 Northern Line,Senior/Pensioner,306166
2018-07,T1 Northern Line,Sgl Trip Rail Adult,24129
2018-07,T1 Northern Line,Sgl Trip Rail Child/Youth,7767
2018-07,T1 Western Line,Adult,3247765
2018-07,T1 Western Line,Child/Youth,158283
2018-07,T1 Western Line,Concession,243602
2018-07,T1 Western Line,Day Pass Child/Youth w/o SAF,6
2018-07,T1 Western Line,Day Pass without SAF,104
2018-07,T1 Western Line,Employee,44584
2018-07,T1 Western Line,Free Travel,3926
2018-07,T1 Western Line,School Student,83566
2018-07,T1 Western Line,Senior/Pensioner,346052
2018-07,T1 Western Line,Sgl Trip Rail Adult,18924
2018-07,T1 Western Line,Sgl Trip Rail Child/Youth,7181
2018-07,T2 Inner West Line,Adult,1647308
2018-07,T2 Inner West Line,Child/Youth,71913
2018-07,T2 Inner West Line,Concession,102991
2018-07,T2 Inner West Line,Day Pass without SAF,5
2018-07,T2 Inner West Line,Employee,18896
2018-07,T2 Inner West Line,Free Travel,1200
2018-07,T2 Inner West Line,School Student,25831
2018-07,T2 Inner West Line,Senior/Pensioner,151584
2018-07,T2 Inner West Line,Sgl Trip Rail Adult,12892
2018-07,T2 Inner West Line,Sgl Trip Rail Child/Youth,3552
2018-07,T2 Leppington Line,Adult,2137077
2018-07,T2 Leppington Line,Child/Youth,118221
2018-07,T2 Leppington Line,Concession,179131
2018-07,T2 Leppington Line,Day Pass without SAF,18
2018-07,T2 Leppington Line,Employee,25971
2018-07,T2 Leppington Line,Free Travel,2471
2018-07,T2 Leppington Line,School Student,43355
2018-07,T2 Leppington Line,Senior/Pensioner,283349
2018-07,T2 Leppington Line,Sgl Trip Rail Adult,16000
2018-07,T2 Leppington Line,Sgl Trip Rail Child/Youth,5478
2018-07,T3 Bankstown Line,Adult,1908824
2018-07,T3 Bankstown Line,Child/Youth,112238
2018-07,T3 Bankstown Line,Concession,149095
2018-07,T3 Bankstown Line,Day Pass without SAF,4
2018-07,T3 Bankstown Line,Employee,15059
2018-07,T3 Bankstown Line,Free Travel,1683
2018-07,T3 Bankstown Line,School Student,37476
2018-07,T3 Bankstown Line,Senior/Pensioner,257691
2018-07,T3 Bankstown Line,Sgl Trip Rail Adult,14770
2018-07,T3 Bankstown Line,Sgl Trip Rail Child/Youth,5480
2018-07,T4 Eastern Suburbs and Illawarra Line,Adult,4592540
2018-07,T4 Eastern Suburbs and Illawarra Line,Child/Youth,225519
2018-07,T4 Eastern Suburbs and Illawarra Line,Concession,242357
2018-07,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,26
2018-07,T4 Eastern Suburbs and Illawarra Line,Employee,49548
2018-07,T4 Eastern Suburbs and Illawarra Line,Free Travel,6594
2018-07,T4 Eastern Suburbs and Illawarra Line,School Student,77247
2018-07,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,486953
2018-07,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,37817
2018-07,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,12817
2018-07,T5 Cumberland Line,Adult,484141
2018-07,T5 Cumberland Line,Child/Youth,23153
2018-07,T5 Cumberland Line,Concession,39351
2018-07,T5 Cumberland Line,Employee,3377
2018-07,T5 Cumberland Line,Free Travel,124
2018-07,T5 Cumberland Line,School Student,10990
2018-07,T5 Cumberland Line,Senior/Pensioner,57335
2018-07,T5 Cumberland Line,Sgl Trip Rail Adult,1325
2018-07,T5 Cumberland Line,Sgl Trip Rail Child/Youth,443
2018-07,T6 Carlingford Line,Adult,34899
2018-07,T6 Carlingford Line,Child/Youth,1139
2018-07,T6 Carlingford Line,Concession,2179
2018-07,T6 Carlingford Line,Employee,1258
2018-07,T6 Carlingford Line,Free Travel,9
2018-07,T6 Carlingford Line,School Student,669
2018-07,T6 Carlingford Line,Senior/Pensioner,3996
2018-07,T6 Carlingford Line,Sgl Trip Rail Adult,50
2018-07,T6 Carlingford Line,Sgl Trip Rail Child/Youth,11
2018-07,T7 Olympic Park Line,Adult,142274
2018-07,T7 Olympic Park Line,Child/Youth,9716
2018-07,T7 Olympic Park Line,Concession,8469
2018-07,T7 Olympic Park Line,Employee,471
2018-07,T7 Olympic Park Line,Free Travel,82
2018-07,T7 Olympic Park Line,School Student,1527
2018-07,T7 Olympic Park Line,Senior/Pensioner,9975
2018-07,T7 Olympic Park Line,Sgl Trip Rail Adult,1499
2018-07,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,374
2018-07,T8 Airport and South Line,Adult,2981146
2018-07,T8 Airport and South Line,Child/Youth,147963
2018-07,T8 Airport and South Line,Concession,181514
2018-07,T8 Airport and South Line,Day Pass Child/Youth w/o SAF,2
2018-07,T8 Airport and South Line,Day Pass without SAF,25
2018-07,T8 Airport and South Line,Employee,37089
2018-07,T8 Airport and South Line,Free Travel,3327
2018-07,T8 Airport and South Line,School Student,44830
2018-07,T8 Airport and South Line,Senior/Pensioner,256350
2018-07,T8 Airport and South Line,Sgl Trip Rail Adult,98773
2018-07,T8 Airport and South Line,Sgl Trip Rail Child/Youth,15900
2018-08,Blue Mountains Line,Adult,663242
2018-08,Blue Mountains Line,Child/Youth,32224
2018-08,Blue Mountains Line,Concession,76900
2018-08,Blue Mountains Line,Day Pass Child/Youth w/o SAF,4
2018-08,Blue Mountains Line,Day Pass without SAF,35
2018-08,Blue Mountains Line,Employee,13350
2018-08,Blue Mountains Line,Free Travel,1249
2018-08,Blue Mountains Line,School Student,37434
2018-08,Blue Mountains Line,Senior/Pensioner,113974
2018-08,Blue Mountains Line,Sgl Trip Rail Adult,5789
2018-08,Blue Mountains Line,Sgl Trip Rail Child/Youth,1735
2018-08,Central Coast Newcastle Line,Adult,1212793
2018-08,Central Coast Newcastle Line,Child/Youth,58880
2018-08,Central Coast Newcastle Line,Concession,143233
2018-08,Central Coast Newcastle Line,Day Pass Child/Youth w/o SAF,2
2018-08,Central Coast Newcastle Line,Day Pass without SAF,59
2018-08,Central Coast Newcastle Line,Employee,23820
2018-08,Central Coast Newcastle Line,Free Travel,2590
2018-08,Central Coast Newcastle Line,School Student,96514
2018-08,Central Coast Newcastle Line,Senior/Pensioner,236962
2018-08,Central Coast Newcastle Line,Sgl Trip Rail Adult,12815
2018-08,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,2830
2018-08,Hunter Line,Adult,43995
2018-08,Hunter Line,Child/Youth,4049
2018-08,Hunter Line,Concession,15965
2018-08,Hunter Line,Day Pass without SAF,16
2018-08,Hunter Line,Employee,656
2018-08,Hunter Line,Free Travel,196
2018-08,Hunter Line,School Student,4744
2018-08,Hunter Line,Senior/Pensioner,17101
2018-08,Hunter Line,Sgl Trip Rail Adult,842
2018-08,Hunter Line,Sgl Trip Rail Child/Youth,397
2018-08,South Coast Line,Adult,610099
2018-08,South Coast Line,Child/Youth,27755
2018-08,South Coast Line,Concession,79719
2018-08,South Coast Line,Day Pass Child/Youth w/o SAF,4
2018-08,South Coast Line,Day Pass without SAF,3
2018-08,South Coast Line,Employee,7470
2018-08,South Coast Line,Free Travel,883
2018-08,South Coast Line,School Student,32864
2018-08,South Coast Line,Senior/Pensioner,105241
2018-08,South Coast Line,Sgl Trip Rail Adult,5389
2018-08,South Coast Line,Sgl Trip Rail Child/Youth,1126
2018-08,Southern Highlands Line,Adult,53550
2018-08,Southern Highlands Line,Child/Youth,5323
2018-08,Southern Highlands Line,Concession,7599
2018-08,Southern Highlands Line,Day Pass without SAF,1
2018-08,Southern Highlands Line,Employee,795
2018-08,Southern Highlands Line,Free Travel,188
2018-08,Southern Highlands Line,School Student,2623
2018-08,Southern Highlands Line,Senior/Pensioner,18750
2018-08,Southern Highlands Line,Sgl Trip Rail Adult,406
2018-08,Southern Highlands Line,Sgl Trip Rail Child/Youth,139
2018-08,T1 North Shore Line,Adult,2682911
2018-08,T1 North Shore Line,Child/Youth,109875
2018-08,T1 North Shore Line,Concession,271024
2018-08,T1 North Shore Line,Day Pass without SAF,4
2018-08,T1 North Shore Line,Employee,22208
2018-08,T1 North Shore Line,Free Travel,3354
2018-08,T1 North Shore Line,School Student,180210
2018-08,T1 North Shore Line,Senior/Pensioner,263536
2018-08,T1 North Shore Line,Sgl Trip Rail Adult,19828
2018-08,T1 North Shore Line,Sgl Trip Rail Child/Youth,4255
2018-08,T1 Northern Line,Adult,3606618
2018-08,T1 Northern Line,Child/Youth,126299
2018-08,T1 Northern Line,Concession,382292
2018-08,T1 Northern Line,Day Pass without SAF,7
2018-08,T1 Northern Line,Employee,29335
2018-08,T1 Northern Line,Free Travel,2931
2018-08,T1 Northern Line,School Student,182446
2018-08,T1 Northern Line,Senior/Pensioner,312264
2018-08,T1 Northern Line,Sgl Trip Rail Adult,24038
2018-08,T1 Northern Line,Sgl Trip Rail Child/Youth,4973
2018-08,T1 Western Line,Adult,3537823
2018-08,T1 Western Line,Child/Youth,117875
2018-08,T1 Western Line,Concession,403239
2018-08,T1 Western Line,Day Pass Child/Youth w/o SAF,4
2018-08,T1 Western Line,Day Pass without SAF,81
2018-08,T1 Western Line,Employee,48277
2018-08,T1 Western Line,Free Travel,4359
2018-08,T1 Western Line,School Student,179536
2018-08,T1 Western Line,Senior/Pensioner,374813
2018-08,T1 Western Line,Sgl Trip Rail Adult,20759
2018-08,T1 Western Line,Sgl Trip Rail Child/Youth,5847
2018-08,T2 Inner West Line,Adult,1744309
2018-08,T2 Inner West Line,Child/Youth,54233
2018-08,T2 Inner West Line,Concession,153341
2018-08,T2 Inner West Line,Day Pass without SAF,2
2018-08,T2 Inner West Line,Employee,18892
2018-08,T2 Inner West Line,Free Travel,1304
2018-08,T2 Inner West Line,School Student,59041
2018-08,T2 Inner West Line,Senior/Pensioner,156952
2018-08,T2 Inner West Line,Sgl Trip Rail Adult,12842
2018-08,T2 Inner West Line,Sgl Trip Rail Child/Youth,2559
2018-08,T2 Leppington Line,Adult,2244451
2018-08,T2 Leppington Line,Child/Youth,86209
2018-08,T2 Leppington Line,Concession,277961
2018-08,T2 Leppington Line,Day Pass without SAF,13
2018-08,T2 Leppington Line,Employee,26338
2018-08,T2 Leppington Line,Free Travel,2445
2018-08,T2 Leppington Line,School Student,94772
2018-08,T2 Leppington Line,Senior/Pensioner,288467
2018-08,T2 Leppington Line,Sgl Trip Rail Adult,16133
2018-08,T2 Leppington Line,Sgl Trip Rail Child/Youth,3968
2018-08,T3 Bankstown Line,Adult,1965061
2018-08,T3 Bankstown Line,Child/Youth,79152
2018-08,T3 Bankstown Line,Concession,223549
2018-08,T3 Bankstown Line,Day Pass without SAF,7
2018-08,T3 Bankstown Line,Employee,15701
2018-08,T3 Bankstown Line,Free Travel,1729
2018-08,T3 Bankstown Line,School Student,79653
2018-08,T3 Bankstown Line,Senior/Pensioner,258190
2018-08,T3 Bankstown Line,Sgl Trip Rail Adult,15391
2018-08,T3 Bankstown Line,Sgl Trip Rail Child/Youth,3966
2018-08,T4 Eastern Suburbs and Illawarra Line,Adult,4853759
2018-08,T4 Eastern Suburbs and Illawarra Line,Child/Youth,154868
2018-08,T4 Eastern Suburbs and Illawarra Line,Concession,355392
2018-08,T4 Eastern Suburbs and Illawarra Line,Day Pass without SAF,49
2018-08,T4 Eastern Suburbs and Illawarra Line,Employee,51343
2018-08,T4 Eastern Suburbs and Illawarra Line,Free Travel,6859
2018-08,T4 Eastern Suburbs and Illawarra Line,School Student,179613
2018-08,T4 Eastern Suburbs and Illawarra Line,Senior/Pensioner,506312
2018-08,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Adult,38567
2018-08,T4 Eastern Suburbs and Illawarra Line,Sgl Trip Rail Child/Youth,9445
2018-08,T5 Cumberland Line,Adult,520653
2018-08,T5 Cumberland Line,Child/Youth,16205
2018-08,T5 Cumberland Line,Concession,66978
2018-08,T5 Cumberland Line,Employee,3381
2018-08,T5 Cumberland Line,Free Travel,135
2018-08,T5 Cumberland Line,School Student,23924
2018-08,T5 Cumberland Line,Senior/Pensioner,61663
2018-08,T5 Cumberland Line,Sgl Trip Rail Adult,1490
2018-08,T5 Cumberland Line,Sgl Trip Rail Child/Youth,317
2018-08,T6 Carlingford Line,Adult,38899
2018-08,T6 Carlingford Line,Child/Youth,980
2018-08,T6 Carlingford Line,Concession,4291
2018-08,T6 Carlingford Line,Employee,1749
2018-08,T6 Carlingford Line,Free Travel,19
2018-08,T6 Carlingford Line,School Student,1493
2018-08,T6 Carlingford Line,Senior/Pensioner,4401
2018-08,T6 Carlingford Line,Sgl Trip Rail Adult,71
2018-08,T6 Carlingford Line,Sgl Trip Rail Child/Youth,14
2018-08,T7 Olympic Park Line,Adult,135406
2018-08,T7 Olympic Park Line,Child/Youth,6536
2018-08,T7 Olympic Park Line,Concession,9766
2018-08,T7 Olympic Park Line,Day Pass without SAF,1
2018-08,T7 Olympic Park Line,Employee,453
2018-08,T7 Olympic Park Line,Free Travel,55
2018-08,T7 Olympic Park Line,School Student,2719
2018-08,T7 Olympic Park Line,Senior/Pensioner,9229
2018-08,T7 Olympic Park Line,Sgl Trip Rail Adult,2102
2018-08,T7 Olympic Park Line,Sgl Trip Rail Child/Youth,394
2018-08,T8 Airport and South Line,Adult,3155420
2018-08,T8 Airport and South Line,Child/Youth,101657
2018-08,T8 Airport and South Line,Concession,269499
2018-08,T8 Airport and South Line,Day Pass without SAF,34
2018-08,T8 Airport and South Line,Employee,38512
2018-08,T8 Airport and South Line,Free Travel,3894
2018-08,T8 Airport and South Line,School Student,96955
2018-08,T8 Airport and South Line,Senior/Pensioner,264719
2018-08,T8 Airport and South Line,Sgl Trip Rail Adult,110146
2018-08,T8 Airport and South Line,Sgl Trip Rail Child/Youth,11459
2018-09,Blue Mountains Line,Adult,571384
2018-09,Blue Mountains Line,Child/Youth,27359
2018-09,Blue Mountains Line,Concession,54910
2018-09,Blue Mountains Line,Day Pass without SAF,19
2018-09,Blue Mountains Line,Employee,10247
2018-09,Blue Mountains Line,Free Travel,757
2018-09,Blue Mountains Line,School Student,30478
2018-09,Blue Mountains Line,Senior/Pensioner,100505
2018-09,Blue Mountains Line,Sgl Trip Rail Adult,4619
2018-09,Blue Mountains Line,Sgl Trip Rail Child/Youth,1256
2018-09,Central Coast Newcastle Line,Adult,1127437
2018-09,Central Coast Newcastle Line,Child/Youth,67121
2018-09,Central Coast Newcastle Line,Concession,112482
2018-09,Central Coast Newcastle Line,Day Pass without SAF,70
2018-09,Central Coast Newcastle Line,Employee,21567
2018-09,Central Coast Newcastle Line,Free Travel,2417
2018-09,Central Coast Newcastle Line,School Student,81353
2018-09,Central Coast Newcastle Line,Senior/Pensioner,228057
2018-09,Central Coast Newcastle Line,Sgl Trip Rail Adult,12935
2018-09,Central Coast Newcastle Line,Sgl Trip Rail Child/Youth,3193
2018-09,Hunter Line,Adult,40674
2018-09,Hunter Line,Child/Youth,4910
2018-09,Hunter Line,Concession,11406
2018-09,Hunter Line,Day Pass without SAF,26
2018-09,Hunter Line,Employee,608
2018-09,Hunter Line,Free Travel,241
2018-09,Hunter Line,School Student,4157
2018-09,Hunter Line,Senior/Pensioner,16025
2018-09,Hunter Line,Sgl Trip Rail Adult,902
2018-09,Hunter Line,Sgl Trip Rail Child/Youth,578
2018-09,South Coast Line,Adult,566203
2018-09,South Coast Line,Child/Youth,29018
2018-09,South Coast Line,Concession,64657
2018-09,South Coast Line,Day Pass Child/Youth w/o SAF,4
2018-09,South Coast Line,Day Pass without SAF,26
2018-09,South Coast Line,Employee,6898
2018-09,South Coast Line,Free Travel,896
2018-09,South Coast Line,School Student,27706
2018-09,South Coast Line,Senior/Pensioner,101207
2018-09,South Coast Line,Sgl Trip Rail Adult,5106
2018-09,South Coast Line,Sgl Trip Rail Child/Youth,1193
2018-09,Southern Highlands Line,Adult,54491
2018-09,Southern Highlands Line,Child/Youth,5690
2018-09,Southern Highlands Line,Concession,6624
2018-09,Southern Highlands Line,Day Pass without SAF,1
2018-09,Southern Highlands Line,Employee,747
2018-09,Southern Highlands Line,Free Travel,187
2018-09,Southern Highlands Line,School Student,2565
2018-09,Southern Highlands Line,Senior/Pensioner,20661
2018-09,Southern Highlands Line,Sgl Trip Rail Adult,467
2018-09,Southern Highlands Line,Sgl Trip Rail Child/Youth,151
2018-09,Station Link,Adult,5666
2018-09,Station Link,Child/Youth,812
2018-09,Station Link,Concession,639
2018-09,Station Link,Employee,23
2018-09,Station Link,Free Travel,11
2018-09,Station Link,Senior/Pensioner,484
2018-09,Station Link,Sgl Trip Rail Adult,6
2018-09,Station Link,Sgl Trip Rail Child/Youth,1
2018-09,T1 North Shore Line,Adult,2563569
2018-09,T1 North Shore Line,Child/Youth,133347
2018-09,T1 North Shore Line,Concession,223432
2018-09,T1 North Shore Line,Day Pass without SAF,4
2018-09,T1 North Shore Line,Employee,23557
2018-09,T1 North Shore Line,Free Travel,3636
2018-09,T1 North Shore Line,School Student,159449
2018-09,T1 North Shore Line,Senior/Pensioner,258882
2018-09,T1 North Shore Line,Sgl Trip Rail Adult,21485
2018-09,T1 North Shore Line,Sgl Trip Rail Child/Youth,5298
2018-09,T1 Northern Line,Adult,3369189
2018-09,T1 Northern Line,Child/Youth,142217
2018-09,T1 Northern Line,Concession,299442
2018-09,T1 Northern Line,Day Pass without SAF,4
2018-09,T1 Northern Line,Employee,27252
2018-09,T1 Northern Line,Free Travel,2883
2018-09,T1 Northern Line,School Student,158638
2018-09,T1 Northern Line,Senior/Pensioner,298932
2018-09,T1 Northern Line,Sgl Trip Rail Adult,24072
2018-09,T1 Northern Line,Sgl Trip Rail Child/Youth,5357
2018-09,T1 Western Line,Adult,3302273
2018-09,T1 Western Line,Child/Youth,122927
2018-09,T1 Western Line,Concession,314803
2018-09,T1 Western Line,Day Pass Child/Youth w/o SAF,5
2018-09,T1 Western Line,Day Pass without SAF,84
2018-09,T1 Western Line,Employee,46623
2018-09,T1 Western Line,Free Travel,4094
2018-09,T1 Western Line,School Student,159997
2018-09,T1 Western Line,Senior/Pensioner,357960
2018-09,T1 Western Line,Sgl Trip Rail Adult,21059
2018-09,T1 Western Line,Sgl Trip Rail Child/Youth,5939
2018-09,T2 Inner West Line,Adult,1627875
2018-09,T2 Inner West Line,Child/Youth,54569
2018-09,T2 Inner West Line,Concession,122705
2018-09,T2 Inner West Line,Day Pass without SAF,3
2018-09,T2 Inner West Line,Employee,17164
2018-09,T2 Inner West Line,Free Travel,1173
2018-09,T2 Inner West Line,School Student,50818
2018-09,T2 Inner West Line,Senior/Pensioner,145489
2018-09,T2 Inner West Line,Sgl Trip Rail Adult,13046
2018-09,T2 Inner West Line,Sgl Trip Rail Child/Youth,2368
2018-09,T2 Leppington Line,Adult,2116548
2018-09,T2 Leppington Line,Child/Youth,91524
2018-09,T2 Leppington Line,Concession,220438
2018-09,T2 Leppington Line,Day Pass without SAF,27
2018-09,T2 Leppington Line,Employee,26088
2018-09,T2 Leppington Line,Free Travel,2560
